IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.11.90,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.74.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.100.23,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.211.17,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.26.83,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,45,0.00
8.217.251.62,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.22.210,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.85.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.76.189.102,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.237.125.8,80,80,false,SIN,Asia Pacific,Singapore,46,0.00
47.238.40.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.164.75,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.2.181,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,46,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
8.210.119.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.158.158,8080,8080,false,SIN,Asia Pacific,Singapore,46,0.00
8.219.86.200,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.76.94.15,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,46,0.00
8.218.201.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.238.40.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.76.32.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,46,0.00
47.242.119.104,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.157.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.76.159.146,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.117.198,8880,8880,false,SIN,Asia Pacific,Singapore,46,0.00
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
8.218.85.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.120.87,2052,2052,false,SIN,Asia Pacific,Singapore,46,0.00
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,46,0.00
47.237.100.206,80,80,false,SIN,Asia Pacific,Singapore,46,0.00
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.237.121.38,8880,8880,false,SIN,Asia Pacific,Singapore,47,0.00
47.237.125.8,8880,8880,false,SIN,Asia Pacific,Singapore,47,0.00
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.155.238,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.155.238,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,47,0.00
47.76.203.101,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.50.252,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.48.92,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.98.13,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,47,0.00
8.219.110.81,8080,8080,false,SIN,Asia Pacific,Singapore,47,0.00
8.219.202.130,2082,2082,false,SIN,Asia Pacific,Singapore,47,0.00
47.76.29.115,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.238.131.39,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.181.189,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.98.75,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.132.64,2052,2052,false,SIN,Asia Pacific,Singapore,47,0.00
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.122.55,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,47,0.00
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,47,0.00
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.42.153,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.136.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,47,0.00
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,47,0.00
8.219.0.48,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.159.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,47,0.00
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,47,0.00
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.142.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.252.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.204.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.42.155,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.66.3,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.125.241,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.107.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.250.5,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,48,0.00
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,48,0.00
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.201.8,8080,8080,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.139.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.222.36,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,48,0.00
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,48,0.00
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,48,0.00
47.76.159.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.203.101,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.122.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.232.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.91.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
8.219.111.147,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
8.210.89.245,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.242.36.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.178.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.29.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.139.243,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
47.76.26.26,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.100.168,2082,2082,false,SIN,Asia Pacific,Singapore,49,0.00
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.210.57,8080,8080,false,SIN,Asia Pacific,Singapore,49,0.00
8.219.49.65,2082,2082,false,SIN,Asia Pacific,Singapore,49,0.00
8.219.49.65,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,50,0.00
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,50,0.00
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.237.81.112,8080,8080,false,SIN,Asia Pacific,Singapore,50,0.00
47.243.60.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.50.252,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.119.104,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.75.152,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
8.219.193.202,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
8.210.156.6,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.98.75,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.74.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.201.73,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.125.241,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.111.175,8880,8880,false,SIN,Asia Pacific,Singapore,50,0.00
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.228.152,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.74.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.253.41,2052,2052,false,SIN,Asia Pacific,Singapore,51,0.00
8.218.22.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.243.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.147.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,51,0.00
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.173.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.32.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.222.237.131,8443,8443,true,SIN,Asia Pacific,Singapore,51,0.00
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,51,0.00
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,51,0.00
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,51,0.00
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,0.00
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,52,0.00
47.236.237.90,2052,2052,false,SIN,Asia Pacific,Singapore,52,0.00
47.243.70.186,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.63.130,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.76.192.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.221.165,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.76.77.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.237.95.156,2095,2095,false,SIN,Asia Pacific,Singapore,52,0.00
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.207.60,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.218.228.152,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,52,0.00
47.76.227.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.63.130,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.243.18.199,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.219.191.110,8880,8880,false,SIN,Asia Pacific,Singapore,52,0.00
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,52,0.00
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.157.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,53,0.00
47.243.139.243,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,53,0.00
8.217.149.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.201.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.222.36,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,53,0.00
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,53,0.00
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.85.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.120.87,2086,2086,false,SIN,Asia Pacific,Singapore,53,0.00
8.210.164.75,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,53,0.00
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.181.189,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.78.188,2095,2095,false,SIN,Asia Pacific,Singapore,53,0.00
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,53,0.00
8.210.244.38,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,54,0.00
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,54,0.00
8.217.50.252,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.238.43.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,54,0.00
8.210.203.7,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.122.55,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.222.181.117,2052,2052,false,SIN,Asia Pacific,Singapore,54,0.00
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.219.193.202,8080,8080,false,SIN,Asia Pacific,Singapore,54,0.00
47.243.206.150,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.242.7.162,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.76.192.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,55,0.00
8.210.207.214,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.243.90.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,55,0.00
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,55,0.00
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,55,0.00
8.217.250.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.173.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,55,0.00
47.243.67.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.189.92,2086,2086,false,SIN,Asia Pacific,Singapore,55,0.00
47.243.42.155,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.242.36.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.155.238,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.167.231,2095,2095,false,SIN,Asia Pacific,Singapore,55,0.00
47.242.59.216,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,56,0.00
47.237.82.15,80,80,false,SIN,Asia Pacific,Singapore,56,0.00
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,56,0.00
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,56,0.00
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,56,0.00
47.242.7.162,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,56,0.00
47.76.29.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.80.110,2082,2082,false,SIN,Asia Pacific,Singapore,56,0.00
47.242.157.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.204.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,56,0.00
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,56,0.00
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.219.132.64,8080,8080,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.87.246,2095,2095,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,57,0.00
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.210.63.130,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,57,0.00
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.243.26.83,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.242.7.162,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.242.157.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,57,0.00
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.189.92,2082,2082,false,SIN,Asia Pacific,Singapore,57,0.00
47.243.18.199,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.118.216,8880,8880,false,SIN,Asia Pacific,Singapore,58,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,58,0.00
8.219.174.142,8880,8880,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.146.249,80,80,false,SIN,Asia Pacific,Singapore,58,0.00
47.76.159.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,58,0.00
8.210.156.6,80,80,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.75.113,2052,2052,false,SIN,Asia Pacific,Singapore,58,0.00
8.217.50.252,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,58,0.00
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,58,0.00
47.243.255.224,80,80,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,59,0.00
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,59,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,59,0.00
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,59,0.00
8.218.178.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.217.207.60,2082,2082,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.237.125.8,8080,8080,false,SIN,Asia Pacific,Singapore,59,0.00
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.219.113.232,2053,2053,true,SIN,Asia Pacific,Singapore,59,0.00
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.243.18.199,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.219.83.71,80,80,false,SIN,Asia Pacific,Singapore,60,0.00
8.219.229.190,2082,2082,false,SIN,Asia Pacific,Singapore,60,0.00
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,60,0.00
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,60,0.00
47.243.70.186,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,0.00
